activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1660262,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1(C(=O)OC)NC1C,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198908,,CHEMBL198908,,False,http://qudt.org/vocab/unit#Percent,411281,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660263,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)N1C(C)C1(C(=O)OC)C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198907,,CHEMBL198907,,False,http://qudt.org/vocab/unit#Percent,411280,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660264,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1(C(=O)OC)C(C)N1C(=O)OC(C)(C)C,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL380569,,CHEMBL380569,,False,http://qudt.org/vocab/unit#Percent,411279,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660265,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)CN1CC1C(=O)N[C@@H](Cc1ccccc1)C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL197491,,CHEMBL197491,,False,http://qudt.org/vocab/unit#Percent,411277,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660266,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1N[C@@H]1C(=O)N[C@H](C(=O)OCc1ccccc1)[C@@H](C)CC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL201935,,CHEMBL201935,,False,http://qudt.org/vocab/unit#Percent,411264,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660267,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1N[C@H]1C(=O)OCC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198521,,CHEMBL198521,,False,http://qudt.org/vocab/unit#Percent,411262,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660268,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)[C@H]1N[C@H]1C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL370363,,CHEMBL370363,,False,http://qudt.org/vocab/unit#Percent,411261,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660269,[],CHEMBL854332,Inhibition of Mpro in SARS-CoV at 100uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)C1C(C)N1Cc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL382725,,CHEMBL382725,,False,http://qudt.org/vocab/unit#Percent,411256,<,1,True,<,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660271,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CC1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)OCc2ccccc2)N1Cc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL196963,,CHEMBL196963,,False,http://qudt.org/vocab/unit#Percent,411257,=,1,True,=,,Inhibition,%,,34.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,34.0
,1660272,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)C1OC1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL383562,,CHEMBL383562,,False,http://qudt.org/vocab/unit#Percent,411291,=,1,True,=,,Inhibition,%,,22.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,22.0
,1660273,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)[C@@H]1O[C@@H]1C)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL200433,,CHEMBL200433,,False,http://qudt.org/vocab/unit#Percent,411290,=,1,True,=,,Inhibition,%,,10.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,10.0
,1660274,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@@H]1O[C@@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198753,,CHEMBL198753,,False,http://qudt.org/vocab/unit#Percent,411287,=,1,True,=,,Inhibition,%,,28.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,28.0
,1660275,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@H]1O[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL199267,,CHEMBL199267,,False,http://qudt.org/vocab/unit#Percent,411284,=,1,True,=,,Inhibition,%,,15.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,15.0
,1660276,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1CCCC[C@H](NC(=O)OCc1ccccc1)C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL200073,,CHEMBL200073,,False,http://qudt.org/vocab/unit#Percent,411278,=,1,True,=,,Inhibition,%,,48.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,48.0
,1660277,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@@H](CCSC)C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL197657,,CHEMBL197657,,False,http://qudt.org/vocab/unit#Percent,411276,=,1,True,=,,Inhibition,%,,28.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,28.0
,1660278,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@@H](C)C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL200464,,CHEMBL200464,,False,http://qudt.org/vocab/unit#Percent,411275,=,1,True,=,,Inhibition,%,,39.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,39.0
,1660279,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCC(C)[C@@H](C(=O)OCc1ccccc1)N1CC1C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL200722,,CHEMBL200722,,False,http://qudt.org/vocab/unit#Percent,411274,=,1,True,=,,Inhibition,%,,30.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,30.0
,1660280,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@@H](CC(C)C)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL382759,,CHEMBL382759,,False,http://qudt.org/vocab/unit#Percent,411273,=,1,True,=,,Inhibition,%,,34.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,34.0
,1660281,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@@H](CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL370196,,CHEMBL370196,,False,http://qudt.org/vocab/unit#Percent,411272,=,1,True,=,,Inhibition,%,,28.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,28.0
,1660282,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@H](C(=O)OCc1ccccc1)C(C)C,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL425206,,CHEMBL425206,,False,http://qudt.org/vocab/unit#Percent,411271,=,1,True,=,,Inhibition,%,,20.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,20.0
,1660283,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1[C@H](C(=O)OC)C(C)C,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198854,,CHEMBL198854,,False,http://qudt.org/vocab/unit#Percent,411270,=,1,True,=,,Inhibition,%,,30.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,30.0
,1660284,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)C1CN1CC(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL199026,,CHEMBL199026,,False,http://qudt.org/vocab/unit#Percent,411269,=,1,True,=,,Inhibition,%,,26.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,26.0
,1660285,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)CN1CC1C(=O)OC,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL381440,,CHEMBL381440,,False,http://qudt.org/vocab/unit#Percent,411268,=,1,True,=,,Inhibition,%,,30.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,30.0
,1660286,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1[C@H](C(=O)OCC)N1C(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL383571,,CHEMBL383571,,False,http://qudt.org/vocab/unit#Percent,411267,=,1,True,=,,Inhibition,%,,16.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,16.0
,1660287,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1[C@H](C(=O)OCC)N1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C(C)C)N1CCC1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL197012,,CHEMBL197012,,False,http://qudt.org/vocab/unit#Percent,411266,=,1,True,=,,Inhibition,%,,16.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,16.0
,1660288,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(C)OC(=O)N[C@H](C(=O)N1[C@H](C(=O)OCc2ccccc2)[C@H]1C(=O)OCc1ccccc1)N1CCCCC1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198858,,CHEMBL198858,,False,http://qudt.org/vocab/unit#Percent,411265,=,1,True,=,,Inhibition,%,,29.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,29.0
,1660289,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1N[C@@H]1C(=O)NCC(=O)NCC(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198695,,CHEMBL198695,,False,http://qudt.org/vocab/unit#Percent,411263,=,1,True,=,,Inhibition,%,,54.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,54.0
,1660290,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)[C@H](NC(=O)C1C(c2ccccc2)N1Cc1ccccc1)C(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL383786,,CHEMBL383786,,False,http://qudt.org/vocab/unit#Percent,411260,=,1,True,=,,Inhibition,%,,22.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,22.0
,1660291,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)C1C(c2ccccc2)N1Cc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL440034,,CHEMBL440034,,False,http://qudt.org/vocab/unit#Percent,411259,=,1,True,=,,Inhibition,%,,30.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,30.0
,1660292,[],CHEMBL854326,Inhibition of Mpro in SARS-CoV at 100 uM in FRET-based assay,B,,,BAO_0000201,BAO_0000357,single protein format,C[C@H]1[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)OCc2ccccc2)N1Cc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL197116,,CHEMBL197116,,False,http://qudt.org/vocab/unit#Percent,411258,=,1,True,=,,Inhibition,%,,24.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,24.0
,1660293,[],CHEMBL854327,Inhibition of Mpro in SARS-CoV at 100 uM in HPLC assay,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)[C@H]1N[C@@H]1C(=O)NCC(=O)NCC(=O)OCc1ccccc1,,,CHEMBL1141957,Bioorg. Med. Chem. Lett.,2005,,CHEMBL198695,,CHEMBL198695,,False,http://qudt.org/vocab/unit#Percent,411263,=,1,True,=,,Inhibition,%,,75.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,75.0
,1720026,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(I)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '12.70', 'le': '0.36', 'lle': '1.56', 'sei': '11.18'}",CHEMBL209287,,CHEMBL209287,4.18,False,http://www.openphacts.org/units/Nanomolar,491287,=,1,True,=,,IC50,nM,,66000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,66.0
,1720264,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C1Nc2ccc(I)cc2C1=O,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL325480,5-IODOISATIN,CHEMBL325480,,False,http://qudt.org/vocab/unit#Percent,491284,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720265,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL210381,,CHEMBL210381,,False,http://qudt.org/vocab/unit#Percent,491305,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720266,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL383761,,CHEMBL383761,,False,http://qudt.org/vocab/unit#Percent,491300,=,1,True,=,,Inhibition,%,,46.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,46.0
,1720267,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C1Nc2ccc(C(=O)O)cc2C1=O,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL208034,,CHEMBL208034,,False,http://qudt.org/vocab/unit#Percent,491299,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720268,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL379354,,CHEMBL379354,,False,http://qudt.org/vocab/unit#Percent,491298,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720269,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(C(=O)O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL273738,,CHEMBL273738,,False,http://qudt.org/vocab/unit#Percent,491297,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720270,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(C(=O)O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL379424,,CHEMBL379424,,False,http://qudt.org/vocab/unit#Percent,491296,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720271,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN1C(=O)C(=O)c2cc(C(=O)O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL149556,,CHEMBL149556,,False,http://qudt.org/vocab/unit#Percent,491295,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720272,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL210543,,CHEMBL210543,,False,http://qudt.org/vocab/unit#Percent,491294,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720273,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL210323,,CHEMBL210323,,False,http://qudt.org/vocab/unit#Percent,491293,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720274,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(C(=O)OC)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL207586,,CHEMBL207586,,False,http://qudt.org/vocab/unit#Percent,491292,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720275,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(C(=O)OC)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL207585,,CHEMBL207585,,False,http://qudt.org/vocab/unit#Percent,491291,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720276,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COC(=O)c1ccc2c(c1)C(=O)C(=O)N2C,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL64582,,CHEMBL64582,,False,http://qudt.org/vocab/unit#Percent,491290,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720277,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCCN1C(=O)C(=O)c2cc(I)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL207133,,CHEMBL207133,,False,http://qudt.org/vocab/unit#Percent,491286,=,1,True,=,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720278,[],CHEMBL868158,Inhibition of SARS CoV 3C-like protease at 100 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN1C(=O)C(=O)c2cc(I)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,,CHEMBL64413,,CHEMBL64413,,False,http://qudt.org/vocab/unit#Percent,491285,<,1,True,<,,Inhibition,%,,25.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Inhibition,%,UO_0000187,,25.0
,1720279,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.47', 'le': '0.35', 'lle': '3.76', 'sei': '7.99'}",CHEMBL358279,,CHEMBL358279,6.43,False,http://www.openphacts.org/units/Nanomolar,491306,=,1,True,=,,IC50,nM,,370.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,0.37
,1720280,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '17.49', 'le': '0.32', 'lle': '3.39', 'sei': '6.09'}",CHEMBL348660,,CHEMBL348660,4.90,False,http://www.openphacts.org/units/Nanomolar,491304,=,1,True,=,,IC50,nM,,12500.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,12.5
,1720281,[],CHEMBL868157,Inhibition of SARS CoV 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,,,CHEMBL1148529,J. Med. Chem.,2006,"{'bei': '19.17', 'le': '0.36', 'lle': '3.61', 'sei': '5.87'}",CHEMBL379727,,CHEMBL379727,4.72,False,http://www.openphacts.org/units/Nanomolar,491303,=,1,True,=,,IC50,nM,,19000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,19.0
